Fecha,CantidadML,Moneda
06-02-2005,1885.27L,JPY 7403.22
1928-07-30,1155.78L,GBP 657.82
"19, Nov, 1954",1512.49ml,£8.55
04-01-2018,1887.19ml,USD 5892.21
"14, Mar, 1992",1560.81L,£212.67
07/15/1956,253.31L,¥6365.36
"31, Ago, 1951",876.17L,¥5292.72
24-08-1953,1692.51ml,EUR 6672.23
1947-01-28,337.55ml,JPY 3523.66
1916-02-31,1766.33L,USD 7116.41
08/30/1902,1117.17L,USD 6359.68
"Septiembre 5, 2008",266.01L,£8441.26
30-04-1931,759.08ml,GBP 1619.12
09-03-1953,1080.71L,GBP 3815.09
"15, Abr, 1930",839.67L,EUR 9134.75
04/28/1939,1017.46L,JPY 1205.79
"20, Julio, 2015",479.59ml,$2600.6
"May 4, 1930",184.4L,EUR 8834.81
12-09-2011,407.64L,¥5079.37
"15, Enero, 2010",1904.68L,EUR 4662.01
"13, Sep, 1958",77.67ml,£9334.03
11/19/1903,1959.81L,EUR 9735.57
16-10-1936,1790.47ml,JPY 1230.87
"Mayo 5, 1982",1702.86ml,€8602.4
"Febrero 7, 1978",5.22ml,USD 8837.88
08-07-1907,1881.51L,JPY 2416.01
2019-03-22,1589.77ml,¥2894.44
22-06-1924,115.9L,USD 8106.35
"1, Diciembre, 1979",25.66ml,USD 9548.7
"26, Sep, 1920",1856.94L,GBP 9093.82
"9, Jun, 2018",966.15L,JPY 8689.45
07-03-1929,1372.51ml,¥682.7
1991-07-24,1525.17ml,JPY 6187.4
1903-12-26,792.53L,¥3552.88
"Enero 4, 1943",1312.08ml,$7393.99
08/26/2021,256.06L,JPY 118.37
2023-06-26,280.73L,GBP 6159.91
1936-12-26,1358.78ml,JPY 657.77
"15, Septiembre, 2011",1378.99L,EUR 4742.38
12/04/1907,1313.23ml,EUR 4022.58
27-02-1905,644.39ml,GBP 6197.51
"Jun 27, 1948",1963.21L,¥2822.38
"Enero 9, 1947",1461.03L,£322.85
1917-08-05,1216.47ml,USD 8954.74
12-07-2016,1611.79L,$2431.92
09-04-1907,107.34L,¥9946.3
"14, Febrero, 1982",1762.57ml,GBP 1173.29
1942-09-20,1544.67ml,USD 7377.07
23-05-1924,1170.8L,£3966.72
2011-07-15,1559.49ml,EUR 8970.68
28-04-1996,1231.12L,USD 3968.89
"17, Marzo, 2003",594.12L,£5853.6
"30, Junio, 1961",598.15ml,USD 3012.01
08-08-1988,322.59L,EUR 6867.3
"22, Enero, 1905",101.55L,GBP 1874.88
"Febrero 5, 1919",1438.84L,¥6440.65
09/03/1985,1237.56L,GBP 4706.24
"Enero 11, 1989",1812.19ml,GBP 544.49
"Octubre 24, 1983",428.38L,$2506.48
"Dic 7, 1985",905.99ml,JPY 9044.65
08-04-1995,591.32ml,¥915.25
"14, Diciembre, 2006",1899.7ml,EUR 9394.71
05/25/2025,1556.27ml,¥1433.9
"Agosto 1, 2024",614.14L,USD 9111.71
09/12/1935,768.61ml,USD 8337.56
"Abr 9, 1903",1011.76ml,£5376.71
31-06-1919,469.92ml,USD 1773.63
"Agosto 2, 1955",557.44L,$7119.23
"Ago 4, 2016",897.04L,£1817.07
"23, Abril, 1957",147.22L,¥2576.06
"Nov 26, 2008",984.05ml,EUR 4857.77
1999-01-16,7.86L,€8724.1
2021-08-25,1603.7L,¥6084.15
1927-10-20,1605.1L,USD 1279.27
30-09-1981,807.34L,£908.57
"Oct 25, 1943",1263.31L,€6911.48
"7, Diciembre, 1923",1293.77L,$4785.71
"Jul 19, 1921",1994.05ml,JPY 8329.23
01/20/1987,363.37ml,¥6696.93
"Ene 9, 1992",1211.57ml,€2030.77
"Febrero 6, 1961",34.45L,EUR 3338.69
08/06/1996,1102.18ml,£96.56
07/21/1978,1369.67ml,JPY 6900.09
"15, May, 1946",1429.04L,€4454.34
2009-04-18,1380.2L,GBP 8599.39
"Sep 6, 1900",1122.17L,$934.72
"Septiembre 19, 2012",386.84ml,GBP 1780.62
2001-03-02,1042.17ml,USD 5471.05
2012-05-11,1305.28ml,£82.2
1989-06-28,430.36L,£5598.19
10/31/1920,548.85L,EUR 604.71
25-03-1964,1953.51L,GBP 8493.79
04/14/1905,585.38L,£7874.52
"4, Dic, 1945",1020.35ml,£264.79
1919-02-23,1161.75ml,$5298.58
1974-02-20,1995.24ml,€253.41
1954-06-05,128.57ml,JPY 4523.39
07/17/1991,1430.94ml,€7662.45
16-08-1966,1926.09ml,$3103.56
1956-06-16,408.29ml,USD 7157.56
04/08/1985,691.69ml,€4775.1
12-09-1909,1613.93L,JPY 9143.74
"Feb 1, 1959",1169.04L,£1917.51
"Septiembre 29, 1938",427.58L,EUR 4186.91
12-03-1984,934.71ml,¥6554.6
"Nov 31, 2019",60.19ml,$5435.96
"Ago 13, 1929",1497.96L,USD 1712.36
1977-08-14,1005.7ml,¥7523.06
05/14/1917,210.99ml,£7310.6
09/30/1938,1666.73L,€9343.86
19-01-1933,157.48ml,€2327.97
24-11-1901,1747.33L,€1328.84
29-08-1936,1638.25ml,¥7393.81
2004-12-10,655.4L,$8127.92
"30, Julio, 1927",699.13ml,€3308.5
"Noviembre 31, 1922",162.04ml,¥735.67
1986-02-08,37.42L,JPY 7173.83
"Abril 4, 1969",778.81ml,£4304.69
1942-08-16,777.73ml,$3315.68
"13, Abr, 1954",730.21L,$1291.35
"30, Sep, 2009",639.85L,JPY 2939.28
04-11-1994,833.59L,€8687.41
13-12-1917,866.24ml,£4053.8
09/13/2004,1804.14L,JPY 3188.21
"13, Abril, 1959",444.69L,€5650.16
25-03-2016,1654.66ml,JPY 6481.94
"Septiembre 16, 1940",178.04ml,€3023.07
2006-09-09,890.05L,EUR 5651.13
1919-04-05,844.2ml,EUR 4822.32
"22, Ene, 1946",1564.62L,GBP 3645.78
"Julio 8, 1929",1578.33ml,JPY 4093.83
"9, Junio, 1987",1518.69ml,€8629.45
09-02-1923,1539.42ml,GBP 4235.33
1985-12-13,1781.75ml,$6691.88
1958-11-03,926.73ml,JPY 5169.02
"Ago 17, 1915",1854.29ml,€9127.7
"7, Jun, 2015",575.7L,GBP 8745.07
06-09-1960,1021.8L,GBP 9811.41
10-12-1958,827.62ml,¥7583.02
1952-06-28,1901.12L,USD 7384.62
14-09-1988,200.09L,¥6964.35
1999-06-11,502.29ml,GBP 4255.31
1991-05-26,60.53ml,€858.91
1904-10-14,731.1L,GBP 8406.08
06-01-1970,891.06ml,¥9092.86
02-04-1924,945.15L,JPY 8773.72
04-08-2022,1468.5L,EUR 40.43
"6, Agosto, 1967",720.55L,€7159.18
11-03-2013,1476.38L,JPY 2806.86
"May 21, 1959",126.66ml,€2139.68
28-08-1949,298.83ml,$1260.27
"19, Noviembre, 1924",1665.35L,£7940.72
"Enero 23, 1974",685.45ml,$1113.26
"Jul 25, 1999",1912.83L,USD 1297.2
"Feb 31, 1991",1347.51L,JPY 8290.34
19-12-1931,400.0ml,£1453.03
"Nov 5, 2008",1000.43L,$294.28
05-10-1932,1732.83L,USD 6705.88
"8, Abril, 1939",33.52L,USD 7327.62
25-08-1947,1476.55ml,JPY 6998.09
1980-08-19,1047.85L,USD 7782.58
15-05-1949,1735.88L,EUR 1817.06
2012-12-19,1620.92L,€6222.71
06/11/1966,1263.79ml,GBP 3547.21
03/17/1952,369.92ml,¥4466.1
31-01-1923,780.86L,USD 1660.18
05/10/2009,916.89ml,€4734.8
02/15/1983,842.39L,EUR 884.45
28-01-1947,1253.5ml,£9149.76
"Mayo 30, 1932",1898.77L,€7659.75
03/04/1924,1837.11ml,¥4051.54
27-09-1945,470.68ml,USD 4403.88
1977-11-15,790.41ml,JPY 8524.13
"Oct 21, 2000",660.85ml,GBP 9736.27
28-12-1949,4.16ml,EUR 1506.95
07/12/1918,108.43L,JPY 2075.93
"21, Mayo, 2005",1243.29ml,$9910.22
10-01-2018,77.57L,JPY 1013.26
"Junio 25, 1941",1894.29ml,€1432.62
"Marzo 3, 1943",1515.62L,¥7209.24
1920-01-19,543.18L,$7314.56
1971-04-08,729.19ml,USD 4110.28
"4, Mar, 1933",1518.41L,$2813.23
02/22/1958,1049.39ml,USD 5343.98
"13, Agosto, 2023",1287.35L,£5379.2
"Noviembre 30, 1966",99.97L,JPY 4328.83
14-04-1988,1482.84L,EUR 9058.23
"Ene 8, 1918",1993.6L,¥3052.33
02/15/1939,1065.36ml,¥9217.57
"Abril 15, 1963",1852.75ml,¥6956.43
"Nov 15, 1998",823.57L,$800.51
"Jun 18, 1992",549.31ml,€6216.35
06/23/1922,183.8L,£9979.39
06/15/1923,206.66ml,$7750.22
04/12/1995,1611.06L,$6213.25
25-03-1968,366.21L,£1541.59
"Nov 5, 1901",67.02L,GBP 5199.17
"13, Junio, 2011",1484.32ml,£1937.4
"9, Marzo, 1975",1385.61L,$3258.23
"Dic 25, 1918",1847.51L,JPY 6829.66
29-02-2011,1393.41L,£4981.88
07/15/2021,990.86ml,€5691.3
"Febrero 9, 1985",1644.7L,JPY 6646.28
14-09-1920,345.51L,USD 6113.16
08/03/2007,283.18ml,¥5001.38
"15, Mayo, 1960",294.54L,USD 3331.04
10-07-1987,1526.15ml,£3947.25
"Enero 25, 1967",136.9L,$7211.82
1956-04-31,504.45ml,EUR 3587.67
"Sep 27, 1965",194.54ml,¥3965.99
"Ene 9, 1942",702.19ml,$1766.8
"8, Enero, 2009",118.64ml,EUR 6457.06
"22, Oct, 1953",1656.07ml,$33.85
28-12-1960,419.33ml,JPY 24.69
"5, Octubre, 1947",268.74ml,£3243.83
"1, Mar, 1900",1085.56ml,€2704.51
"31, Sep, 1967",801.95ml,£4141.78
2007-07-03,1651.56ml,¥811.77
1993-01-14,1966.58L,£3848.66
02-06-1936,1358.68ml,JPY 1791.8
09/30/2002,634.62ml,EUR 9542.22
"Marzo 6, 1936",587.96ml,$9938.12
"28, Sep, 1952",1958.47L,£1003.48
03/09/1965,418.39ml,USD 1529.49
11-07-1956,148.43L,EUR 3141.68
2008-07-20,1399.67L,EUR 3168.58
"27, Diciembre, 1995",1448.53ml,EUR 1845.13
12-12-1997,497.75ml,JPY 5395.58
2000-05-27,141.79ml,$9973.34
1951-10-27,1702.05L,GBP 9910.98
1937-07-28,1411.66ml,EUR 4566.74
1941-04-31,66.47ml,£2573.57
"Abril 17, 1952",1604.95L,GBP 5529.01
05/22/1916,75.91ml,JPY 1819.02
"Agosto 9, 1991",733.95L,USD 9184.72
01-01-1963,222.7L,JPY 5213.09
"Ene 5, 2017",1886.51L,$7630.0
"14, Marzo, 1913",208.89ml,$3378.93
05/03/2008,1378.02ml,£961.56
"Dic 8, 1920",1438.08L,EUR 1233.38
"Abr 10, 1993",1296.24ml,£275.04
"23, Septiembre, 1970",1793.6ml,$3837.6
09/10/2003,1879.58L,€2406.59
03/19/1969,1427.92L,JPY 6949.98
1966-05-26,751.09L,€8201.51
"Nov 5, 1998",1051.65ml,EUR 6276.4
05/27/1993,933.95L,USD 343.12
2002-05-12,818.78L,JPY 6833.9
1946-09-16,452.72L,€985.22
13-05-1979,39.04ml,$9486.74
05/29/1988,1407.33L,JPY 9786.19
12/10/2008,1168.44ml,$49.27
2021-09-07,49.84L,£9575.25
1957-12-10,1980.46L,$1610.54
"22, Ago, 1907",1871.46ml,¥3474.31
17-03-1968,1807.54ml,£9366.09
27-12-2016,1423.3L,€1589.95
30-02-1945,1466.37ml,¥2732.72
"7, Agosto, 1997",400.27L,£9619.49
"27, Junio, 1962",99.72ml,$7961.22
"6, Agosto, 1923",1516.85L,USD 7228.93
02/06/1939,871.24ml,EUR 9414.69
"Febrero 21, 1904",1317.84ml,$3282.28
04/06/1978,1703.89ml,£4340.92
"1, Abr, 1970",375.21L,£1586.59
1970-08-24,1362.44ml,USD 2086.16
03/06/2013,1064.64L,$1306.81
02-12-1935,1464.99L,GBP 2467.95
1977-04-19,1256.62ml,¥1141.6
"1, Noviembre, 1928",1082.84ml,EUR 8635.77
"Agosto 30, 2015",1124.76ml,¥7841.52
1924-08-12,1302.98L,USD 1050.8
"8, Jun, 1944",488.43ml,USD 6433.86
"25, Octubre, 1993",1581.25ml,£7318.01
17-03-1981,1404.32L,EUR 7619.89
08/24/1956,360.82L,¥4350.61
1979-06-30,192.21L,¥2508.28
"Feb 4, 1903",1324.44L,JPY 5282.25
"Febrero 10, 2023",995.45L,¥4956.87
09-03-1924,288.59ml,USD 419.84
03/24/1997,1082.94ml,£7518.17
"16, Noviembre, 1981",1669.26ml,€7409.63
"14, Mayo, 1975",1525.16L,¥7517.88
"Ago 29, 1915",1454.72ml,£6233.01
"Diciembre 30, 2010",899.47ml,¥8369.28
05/03/1905,1751.27ml,¥5163.49
2021-04-03,1370.18L,GBP 6835.08
26-08-1947,1431.68L,EUR 5261.83
06/28/1954,924.05L,¥1291.48
"22, Jun, 1911",971.32ml,$6117.83
"10, Noviembre, 1909",1180.74L,€527.22
2004-11-06,1059.89ml,GBP 7376.23
09-09-1969,114.32L,¥6707.63
"Feb 12, 1984",286.71L,€5395.01
2009-04-02,712.05L,GBP 1846.12
"Septiembre 7, 1901",34.47L,¥2809.68
"1, Feb, 1919",1048.29L,¥7255.83
07/01/2016,568.33L,$9242.94
06/20/1975,1181.3ml,JPY 3679.26
05/31/2021,747.4ml,JPY 6109.46
04-09-1935,1612.48L,EUR 5590.59
"Dic 4, 1949",398.32L,$8048.44
22-02-2012,80.93L,£2404.91
10/14/1973,1386.23L,£9053.62
"Marzo 16, 2017",1246.15L,$2118.93
09-01-2007,1047.79ml,EUR 4762.4
11/23/1984,1556.98ml,JPY 9358.72
"4, Jun, 1912",1608.64ml,€125.39
10/12/1949,263.86L,$8623.69
31-02-2016,1390.73ml,¥5599.59
12/16/1925,117.68L,GBP 3169.27
1958-08-12,204.85L,USD 307.05
09/31/1942,153.77ml,USD 9624.01
"Dic 1, 1930",90.91ml,USD 7948.24
26-12-1936,702.32ml,$9025.73
1972-06-29,460.25ml,GBP 6115.0
1985-12-19,742.95ml,¥9340.62
"19, Marzo, 2014",54.38L,JPY 6712.56
"24, Octubre, 2001",169.94L,€5853.53
"Octubre 5, 1955",1409.1ml,$4009.66
02/19/1911,601.94L,¥2900.32
"9, Julio, 1967",1211.58ml,£9807.46
1926-04-22,606.15ml,€3190.68
23-10-2024,1118.69ml,¥2454.84
07/04/1955,1955.38ml,GBP 4332.82
"Dic 17, 2016",569.0ml,JPY 4281.99
09/18/1943,611.53L,USD 2869.3
02-07-1914,1005.72ml,GBP 2101.91
05/18/1948,1569.43L,EUR 1308.73
1921-05-17,1947.31ml,£6665.53
1976-10-15,1387.76L,€977.85
1942-12-22,1564.85L,EUR 17.26
11/27/1958,17.71L,£2374.13
"28, Mayo, 1922",1112.13ml,JPY 6984.14
23-05-1919,374.96L,¥260.83
1936-11-14,362.73ml,¥8808.83
"9, Mayo, 1959",1548.7L,¥9690.69
"9, Junio, 1927",113.27L,GBP 8991.56
07/15/1916,1998.27ml,GBP 4156.0
10/09/2016,1717.54L,£7337.05
"8, Enero, 1960",384.51ml,GBP 6422.75
"15, Nov, 1930",25.17L,$4694.13
"21, Oct, 1967",1330.86ml,¥1959.98
2004-05-11,226.07ml,EUR 1309.81
"25, Nov, 1943",1673.9L,USD 6961.96
02/23/1936,644.58ml,£2830.69
02/13/1927,550.62ml,¥3620.59
1976-12-11,1486.81ml,€7023.84
"Noviembre 2, 2022",1447.03ml,JPY 1326.88
"3, Septiembre, 2025",965.82L,¥4418.54
24-11-1980,1642.29L,$3807.32
08/08/1994,1602.8ml,USD 704.23
09/13/2010,1589.02L,$7913.72
"15, Ene, 1912",280.07L,€6139.16
"26, Oct, 2003",799.82L,USD 3530.34
2022-07-24,1365.94L,£191.37
07/17/1941,1715.36ml,$4310.59
"28, Junio, 1913",548.6ml,JPY 3591.98
"Sep 29, 1980",168.95ml,$1180.13
"Diciembre 23, 2014",1386.55ml,¥4292.38
07-09-1991,379.95ml,€9491.5
"Jun 1, 2015",737.34L,¥9866.14
10/08/1964,1979.56ml,USD 1911.69
"25, Dic, 1923",1349.76ml,EUR 1074.99
06/01/1923,596.26L,$9648.54
"Enero 30, 1911",1579.38L,$4082.05
26-07-1937,93.32L,€8517.23
"17, May, 1938",1938.91ml,GBP 7914.44
03-11-1982,1687.24L,$9058.66
1952-01-06,1844.31ml,JPY 5359.84
09/20/1949,243.63ml,GBP 5180.7
1958-11-13,1748.69ml,£7186.89
03-04-1924,1120.96ml,£5642.07
1986-04-08,1639.93L,JPY 4860.44
20-04-1978,1354.29ml,$8161.7
1915-02-09,1337.61ml,€6943.38
1926-02-23,115.44L,EUR 9529.75
"Oct 5, 1992",587.93L,EUR 3490.27
03/26/1931,1595.24L,GBP 7182.32
"Dic 8, 1939",828.68L,JPY 4707.43
03-06-1974,938.95ml,£4751.58
01-09-1973,385.49ml,¥2700.69
"Febrero 10, 1905",224.18L,USD 5938.63
07/07/1967,1987.81L,USD 3632.52
"Mayo 19, 1920",1765.52L,$7608.06
20-06-1931,1967.46L,USD 6882.82
1942-02-02,1833.59ml,USD 2429.78
1998-01-06,1339.26ml,£9635.24
1905-01-10,747.74L,¥1146.7
17-05-2025,1797.75ml,JPY 2454.36
"Febrero 2, 2020",1116.72ml,GBP 4299.24
29-08-1915,1672.94ml,€1633.39
"Ene 4, 2022",770.07L,EUR 5040.05
05-02-1974,1116.99L,€9462.22
04-12-1934,1551.81L,€6312.2
05-01-1973,381.84ml,£4799.78
11/19/1915,1742.02L,$8574.39
"1, May, 1969",1165.39ml,JPY 2204.5
08/15/1908,1356.67ml,£2018.3
06/10/1963,571.44L,USD 1510.42
"Ene 27, 2015",49.43ml,USD 2377.3
"Enero 20, 1952",201.92L,JPY 6434.69
07/25/2003,1271.33L,EUR 2398.43
25-06-1930,1221.13L,¥9489.91
29-07-1909,473.61ml,$3211.64
"Jun 14, 1928",901.1L,EUR 6340.99
"2, May, 2008",1063.73ml,USD 8080.18
05/11/1918,1885.65L,JPY 6732.67
13-05-1993,86.44ml,€1688.65
"11, Marzo, 1932",930.5L,USD 6417.48
"Sep 17, 1911",1487.14ml,$1725.27
"1, Jun, 2001",1604.18L,JPY 3020.21
11/30/1933,976.87ml,EUR 7819.89
"Junio 11, 1962",724.22ml,JPY 4999.64
31-11-2020,110.62L,£4879.7
15-08-1975,1383.81ml,¥2221.99
25-07-1922,1601.77L,USD 6476.34
"16, Abr, 2003",1291.88ml,EUR 6113.12
1937-07-20,1637.34L,GBP 2851.4
"27, Abr, 2000",1562.47L,JPY 6522.12
07/11/1913,1534.59ml,¥9590.91
1914-08-27,1709.67L,USD 6426.72
21-01-1975,1142.04L,€5615.31
"Febrero 19, 2015",603.93L,EUR 6173.19
"Feb 6, 1921",1691.81L,JPY 4548.22
"20, Agosto, 2015",1659.35L,¥3726.42
10-01-1992,500.63L,EUR 4530.0
"May 2, 1908",1666.11ml,¥7297.39
07-04-2012,990.57ml,$3729.47
"16, Ago, 1921",1571.01ml,$6017.32
"17, Septiembre, 1923",1115.3ml,EUR 1596.66
"27, Jul, 1995",1196.19ml,€4520.11
1976-01-16,908.36ml,EUR 3428.92
04/12/1944,1127.18ml,€9364.27
"Mayo 21, 1973",349.01ml,$1422.71
1973-07-18,98.48L,EUR 5675.82
01/21/1940,264.91L,¥7440.03
"24, Enero, 1953",46.13ml,EUR 6480.44
12/24/1911,184.88L,€1235.17
07/23/1934,1644.92ml,¥313.81
04-01-1969,1551.96ml,USD 8728.25
"Nov 28, 2004",1078.82ml,¥1393.61
"12, Noviembre, 1941",1626.19ml,USD 2582.46
28-10-1920,1585.37L,JPY 2414.16
23-04-1912,1310.35L,USD 9770.71
"Febrero 10, 1955",332.36ml,EUR 420.26
1950-08-28,1.75ml,EUR 9685.82
07/08/1960,538.03L,JPY 6457.22
1923-10-26,970.01ml,€7832.32
01/05/1953,1602.92ml,JPY 8732.01
1900-12-01,980.71ml,€979.89
10/17/2025,1050.04ml,JPY 9960.06
"9, Jun, 1926",531.96ml,€5897.08
08/11/1933,1050.36L,$3682.38
28-04-1919,441.24L,£7096.95
04/08/1920,1492.71ml,$2218.6
02/17/1989,974.46L,USD 6001.67
1946-03-17,658.72L,$4014.37
"Ene 7, 2017",649.38L,USD 4157.68
"Ene 2, 1914",1085.4ml,$409.8
09/20/1959,962.33L,€5536.25
"Ene 26, 1989",1368.07ml,£28.59
03-06-1982,987.28L,JPY 9125.16
06/10/2010,1794.51L,JPY 1535.94
1951-04-01,1749.19ml,USD 5960.66
"26, Sep, 1991",1513.32L,£7255.64
"Octubre 1, 1938",1058.69L,EUR 4594.03
"5, Mayo, 1962",1197.55L,GBP 7646.95
11-03-1936,1570.32L,£7480.38
1935-12-23,469.38ml,€3716.76
2006-08-18,1466.9ml,€356.8
21-11-1952,1996.68ml,£6377.17
10-11-1995,37.73ml,EUR 8921.63
05-02-1958,189.48L,EUR 248.78
"Julio 17, 1911",1854.81ml,JPY 7665.06
"31, Nov, 1937",218.49ml,¥7908.91
1943-02-02,972.98L,EUR 2046.28
12/09/2008,1394.35L,€4684.21
10/05/1939,350.42L,GBP 6494.53
"4, Octubre, 1955",458.03ml,USD 2612.56
29-07-1996,957.37ml,USD 5966.92
1942-12-20,1217.6ml,¥1136.99
"Febrero 15, 2007",1491.86L,EUR 8692.26
"30, Jun, 2014",1466.98ml,JPY 1383.05
02/28/1960,252.74ml,$6034.55
"Agosto 28, 1920",153.33ml,$8361.86
"Mayo 5, 1902",1615.63ml,USD 361.89
1957-04-10,638.89L,GBP 1253.43
"11, Dic, 1955",284.52ml,EUR 1450.18
06/09/2004,1683.43ml,GBP 1104.1
"Ene 9, 1960",1249.28ml,EUR 2250.05
11-12-2025,3.87L,€7923.59
"Diciembre 13, 1941",1208.66ml,¥3090.73
"Ago 25, 1903",1622.47L,GBP 8858.53
25-06-1999,1866.92L,$7582.79
07/07/1970,1221.53ml,¥2574.59
"23, Jul, 1905",265.98ml,£3900.22
"10, Marzo, 1951",185.07ml,GBP 7504.55
02-04-2004,1572.21ml,$2331.05
"27, Agosto, 2018",1598.89L,GBP 2691.17
"May 25, 1961",773.35ml,¥5293.57
"Abril 12, 1922",282.45ml,$4671.61
1990-12-31,990.6ml,GBP 6937.16
1961-11-29,1513.21L,$9252.13
08/20/1935,1950.82ml,USD 4129.72
1998-11-31,1758.81L,£9899.23
"6, Diciembre, 2014",87.82ml,EUR 9906.77
1944-11-29,1618.23L,$3279.32
"9, Jul, 1959",778.08ml,$2713.51
1903-04-12,1375.77ml,EUR 6836.15
"2, Oct, 1964",1452.74ml,£3568.96
06/14/2022,321.3ml,USD 6256.42
1939-07-29,1778.56ml,EUR 2984.46
14-11-1986,1617.3ml,JPY 3088.23
"Febrero 20, 1986",307.12L,£8928.92
"16, Abril, 1997",1798.43L,USD 7379.37
06/18/2002,1827.34ml,EUR 6148.1
"Octubre 25, 1996",1274.38L,¥9260.28
04/04/1978,1626.25L,JPY 3745.28
2025-05-29,1339.64L,€3688.5
13-10-1967,1918.41L,¥5256.3
1994-11-23,1493.05ml,JPY 159.7
12-09-1975,1268.37ml,JPY 3379.11
"8, Jun, 1917",157.65ml,USD 4084.76
1915-08-23,886.68L,GBP 1654.12
1978-05-16,1273.54ml,¥4471.43
06/01/1995,1455.27L,EUR 1751.35
"Octubre 25, 1926",344.51ml,USD 1575.79
2021-06-18,1633.23ml,€4524.69
21-02-1909,686.81ml,$6991.69
"Oct 14, 1958",323.97ml,¥8131.94
10/08/2001,841.67L,GBP 5836.46
"May 21, 1929",12.8ml,USD 1390.15
"Abril 21, 1996",267.61L,€7443.43
"26, Feb, 2017",1666.38ml,£8863.08
02/10/1968,779.2ml,GBP 8673.78
08/13/1954,245.3ml,¥9538.35
10/29/1997,190.98L,€43.58
"Mar 31, 1928",1641.46ml,GBP 83.87
1986-09-12,401.66L,JPY 3424.31
02-03-1954,839.42ml,JPY 9494.4
2013-07-17,1104.85L,USD 2730.22
"Enero 16, 1903",97.25ml,€2.08
"3, Mar, 2003",1902.05ml,USD 4992.93
1982-08-23,833.83L,JPY 6457.45
06/04/1972,794.02ml,USD 8849.94
"Febrero 10, 1981",1704.99ml,GBP 1776.48
"28, Febrero, 2005",1145.28L,GBP 5631.14
"Jun 3, 1968",616.77L,¥9510.14
10/08/1980,114.52ml,USD 6963.9
05/19/1989,1344.78ml,¥3187.75
1902-03-09,967.43L,$224.57
"Febrero 21, 1986",1433.84L,$4990.1
"Jul 23, 2019",1449.58L,EUR 9831.23
"Abril 9, 1978",551.91L,¥9095.07
26-02-1966,1447.67L,¥2850.48
2004-05-13,929.13L,€9005.45
27-11-2024,797.81ml,JPY 6567.17
19-09-1907,1488.57L,£1276.35
"17, Dic, 1997",1572.73ml,€2958.6
02/24/2008,355.41ml,JPY 4332.95
04/15/1908,269.61ml,£9120.5
05/06/1904,446.05L,€8822.09
1922-05-04,1083.5L,USD 7189.44
26-06-1968,1300.7L,EUR 282.82
06/27/1910,477.74L,EUR 6807.16
1970-11-11,726.0L,£3130.39
07/11/2018,1133.56L,€9560.64
"Ago 11, 1983",831.75L,$5597.63
1972-01-30,962.87L,USD 5136.0
1975-05-19,110.01L,USD 1998.1
1981-05-02,509.95L,€3095.05
03/15/1991,1602.71L,JPY 9071.74
01/02/1924,362.3ml,JPY 8484.8
03/18/1948,723.92L,EUR 4416.3
21-01-2024,757.71L,USD 5347.37
1929-12-10,265.3L,€2098.23
"Jul 18, 2023",23.9ml,¥2073.72
2010-01-29,492.39ml,¥5188.52
"22, Ene, 1906",105.97L,£5782.71
22-08-2023,1298.27L,EUR 9734.78
1940-03-11,1970.6ml,€8746.42
2013-08-12,1308.55L,EUR 4151.75
1915-09-25,686.06L,¥5107.1
"9, Mayo, 1947",1781.63L,GBP 6258.39
1940-11-19,189.85L,JPY 3752.95
09/20/1918,371.25L,$3443.22
"Diciembre 7, 2021",1480.95ml,JPY 1027.26
"Abr 23, 1959",1086.5ml,GBP 3295.1
"Jul 9, 1952",596.62ml,$4674.92
"2, Octubre, 1921",103.34L,£456.92
1949-10-07,1715.14L,USD 8975.7
08/05/1941,1640.04L,$3424.41
"31, Octubre, 1913",651.71ml,GBP 4364.92
04-05-1964,536.7L,€4922.46
1948-05-13,1791.61L,JPY 9301.62
"Septiembre 24, 1936",1597.89ml,¥3120.35
23-08-1945,663.97L,€9157.59
"Feb 2, 1913",683.74L,GBP 110.86
02/30/1908,963.58ml,GBP 4963.49
06-12-1930,172.65L,GBP 5273.02
"Mar 3, 2006",1146.0ml,£405.93
04/30/1979,44.73ml,¥9398.81
11/11/1953,1552.89L,EUR 8499.76
"9, Agosto, 2015",851.93L,$9342.38
12/22/1936,1426.28ml,EUR 2906.0
"Oct 21, 1924",1538.14L,USD 2037.65
05/29/1959,1520.73L,JPY 245.99
1962-11-25,1412.29ml,USD 1750.31
"Sep 25, 1908",1950.02L,€2087.11
"20, Enero, 1936",658.2ml,€8743.37
02-04-1982,811.39ml,€4186.39
1913-03-28,1941.36L,GBP 9185.06
"17, Oct, 1991",1782.42ml,¥1059.03
1955-07-29,962.74L,GBP 1694.49
09/16/1945,1269.4ml,JPY 6695.37
"Junio 11, 1997",605.54L,JPY 9952.33
1999-01-23,631.34L,$4511.75
13-12-1952,637.53L,€1402.09
12/14/2022,1734.16L,USD 9228.44
"Diciembre 21, 1999",1929.19ml,€4538.18
01/13/1990,1935.5L,€3899.29
"12, Julio, 1917",1469.42ml,$5904.97
"18, Jul, 1993",1135.52L,£7198.49
"25, Septiembre, 1953",233.69L,EUR 4983.91
06/08/1993,314.44ml,USD 3855.05
17-03-1956,1242.13ml,¥8791.47
04/19/1950,1728.27L,JPY 4563.95
29-09-1906,1656.92L,€5073.78
"Agosto 31, 1902",428.71ml,$4386.18
"29, Junio, 1957",1169.81ml,€7791.4
"Julio 18, 1902",1137.78L,¥1203.55
